query,embedding_output,RT_1,RT_2,RT_submit,catchResponse,species,sameSpecies,pid,birdExperience,attentionWeight,n_reference,n_select,is_ranked
0,./img/warblers_finalized/T12.jpg,"['T12', 'T8', 'T9', 'T21', 'T10', 'T6', 'T32', 'T1', 'T33']",5237,6589,10510,NA,T,True,33730,0,0.8999999999999999,8,2,True
32,./img/warblers_finalized/G2.jpg,"['G2', 'G4', 'G18', 'C22', 'C36', 'G11', 'T6', 'T17', 'C7']",6310,7751,9055,NA,G,False,33730,0,0.8999999999999999,8,2,True
33,./img/warblers_finalized/C38.jpg,"['C38', 'C7', 'C23', 'R0', 'T19', 'T26', 'T24', 'T25', 'C31']",4845,9785,10739,NA,C,False,33730,0,0.8999999999999999,8,2,True
34,./img/warblers_finalized/T35.jpg,"['T35', 'T35', 'T35', 'T37', 'T34', 'T14', 'T5', 'T36', 'T32']",2145,5861,7091,1,T,True,33730,0,0.8999999999999999,8,2,True
35,./img/warblers_finalized/C2.jpg,"['C2', 'C16', 'R18', 'G14', 'R32', 'R7', 'T21', 'G10', 'T4']",4598,9213,10636,NA,C,False,33730,0,0.8999999999999999,8,2,True
36,./img/warblers_finalized/R14.jpg,"['R14', 'R26', 'R2', 'R1', 'T18', 'G21', 'G14', 'R38', 'T30']",5746,12942,14452,NA,R,False,33730,0,0.8999999999999999,8,2,True
37,./img/warblers_finalized/R39.jpg,"['R39', 'R0', 'R23', 'G19', 'T11', 'T29', 'C38', 'R8', 'G13']",3559,6239,7527,NA,R,False,33730,0,0.8999999999999999,8,2,True
38,./img/warblers_finalized/R37.jpg,"['R37', 'R15', 'R37', 'C19', 'G35', 'G9', 'G21', 'C5', 'C12']",4870,6858,8469,1,R,False,33730,0,0.8999999999999999,8,2,True
39,./img/warblers_finalized/T22.jpg,"['T22', 'G24', 'G28', 'G35', 'G19', 'T21', 'C28', 'C11', 'C34']",6227,7809,9954,NA,T,False,33730,0,0.8999999999999999,8,2,True
40,./img/warblers_finalized/C9.jpg,"['C9', 'C34', 'C23', 'C27', 'C14', 'C33', 'C19', 'C15', 'C10']",4907,10819,11921,NA,C,True,33730,0,0.8999999999999999,8,2,True
41,./img/warblers_finalized/T37.jpg,"['T37', 'T39', 'G16', 'G10', 'G34', 'R32', 'G18', 'C28', 'G17']",1702,10788,12500,NA,T,False,33730,0,0.8999999999999999,8,2,True
42,./img/warblers_finalized/C34.jpg,"['C34', 'C36', 'C19', 'G11', 'R13', 'R32', 'T2', 'G3', 'R36']",4100,7007,8681,NA,C,False,33730,0,0.8999999999999999,8,2,True
43,./img/warblers_finalized/T21.jpg,"['T21', 'T39', 'T14', 'T10', 'T4', 'T12', 'T33', 'T13', 'T9']",4993,6787,7975,NA,T,True,33730,0,0.8999999999999999,8,2,True
44,./img/warblers_finalized/T24.jpg,"['T24', 'T1', 'G30', 'G16', 'G22', 'R7', 'R24', 'C27', 'G3']",8230,12681,14482,NA,T,False,33730,0,0.8999999999999999,8,2,True
45,./img/warblers_finalized/C8.jpg,"['C8', 'C26', 'R21', 'G19', 'T15', 'G28', 'G26', 'R19', 'T35']",2670,11819,12981,NA,C,False,33730,0,0.8999999999999999,8,2,True
46,./img/warblers_finalized/R27.jpg,"['R27', 'R19', 'C12', 'T9', 'G24', 'C22', 'G23', 'G35', 'G32']",4872,10866,11671,NA,R,False,33730,0,0.8999999999999999,8,2,True
47,./img/warblers_finalized/C36.jpg,"['C36', 'R18', 'R8', 'G27', 'G15', 'G1', 'G4', 'G2', 'R31']",7621,8524,10205,NA,C,False,33730,0,0.8999999999999999,8,2,True
48,./img/warblers_finalized/C12.jpg,"['C12', 'C12', 'C13', 'C11', 'C37', 'C25', 'C4', 'C39', 'C21']",6848,8033,9454,1,C,True,33730,0,0.8999999999999999,8,2,True
49,./img/warblers_finalized/C21.jpg,"['C21', 'C15', 'C3', 'C9', 'C28', 'C20', 'C10', 'C7', 'C2']",5154,8781,9992,NA,C,True,33730,0,0.8999999999999999,8,2,True
50,./img/warblers_finalized/G5.jpg,"['G5', 'G0', 'G30', 'C38', 'R36', 'R0', 'C39', 'R28', 'R23']",2452,4662,5945,NA,G,False,33730,0,0.8999999999999999,8,2,True
51,./img/warblers_finalized/T34.jpg,"['T34', 'T19', 'G38', 'R18', 'C22', 'R11', 'R10', 'C30', 'C26']",3911,6162,7715,NA,T,False,33730,0,0.8999999999999999,8,2,True
52,./img/warblers_finalized/T18.jpg,"['T18', 'T9', 'G21', 'R11', 'G33', 'T26', 'R6', 'R23', 'C23']",1848,7062,9201,NA,T,False,33730,0,0.8999999999999999,8,2,True
53,./img/warblers_finalized/R37.jpg,"['R37', 'R37', 'R37', 'C19', 'G35', 'G21', 'C5', 'R15', 'C12']",7394,8992,10124,1,R,False,33730,0,0.8999999999999999,8,2,True
54,./img/warblers_finalized/T19.jpg,"['T19', 'T34', 'T10', 'G25', 'R29', 'C12', 'G9', 'C17', 'G16']",5046,10104,11627,NA,T,False,33730,0,0.8999999999999999,8,2,True
55,./img/warblers_finalized/C31.jpg,"['C31', 'C38', 'R34', 'G29', 'G31', 'R1', 'G38', 'T20', 'G35']",7873,13891,15220,NA,C,False,33730,0,0.8999999999999999,8,2,True
56,./img/warblers_finalized/R34.jpg,"['R34', 'R38', 'C14', 'G18', 'C8', 'G27', 'C16', 'G1', 'T34']",8113,9581,10460,NA,R,False,33730,0,0.8999999999999999,8,2,True
57,./img/warblers_finalized/R7.jpg,"['R7', 'R32', 'R20', 'T8', 'T31', 'R16', 'R5', 'G32', 'T23']",5628,10667,12332,NA,R,False,33730,0,0.8999999999999999,8,2,True
58,./img/warblers_finalized/C35.jpg,"['C35', 'C7', 'C19', 'C4', 'C28', 'C27', 'C15', 'C36', 'C21']",6104,11487,12672,NA,C,True,33730,0,0.8999999999999999,8,2,True
59,./img/warblers_finalized/T0.jpg,"['T0', 'T17', 'T8', 'T12', 'C25', 'C34', 'C19', 'R36', 'G10']",3899,6975,8632,NA,T,False,33730,0,0.8999999999999999,8,2,True
60,./img/warblers_finalized/T23.jpg,"['T23', 'T34', 'T0', 'R10', 'T19', 'C13', 'G36', 'R13', 'T24']",11535,12747,14175,NA,T,False,33730,0,0.8999999999999999,8,2,True
61,./img/warblers_finalized/C10.jpg,"['C10', 'C17', 'R31', 'G6', 'G25', 'T31', 'T25', 'G34', 'G31']",2907,6101,7483,NA,C,False,33730,0,0.8999999999999999,8,2,True
62,./img/warblers_finalized/T15.jpg,"['T15', 'T16', 'G23', 'R5', 'C35', 'G14', 'C4', 'R19', 'R3']",2825,6423,7675,NA,T,False,33730,0,0.8999999999999999,8,2,True
63,./img/warblers_finalized/C25.jpg,"['C25', 'C6', 'C27', 'T1', 'T15', 'T29', 'T14', 'C19', 'R23']",3836,7352,8487,NA,C,False,33730,0,0.8999999999999999,8,2,True
64,./img/warblers_finalized/C30.jpg,"['C30', 'C1', 'C10', 'C9', 'C21', 'C35', 'C22', 'C28', 'C7']",12052,14963,15805,NA,C,True,33730,0,0.8999999999999999,8,2,True
65,./img/warblers_finalized/G8.jpg,"['G8', 'G26', 'G3', 'T8', 'T33', 'C35', 'R26', 'T36', 'R16']",6033,7053,8420,NA,G,False,33730,0,0.8999999999999999,8,2,True
66,./img/warblers_finalized/R10.jpg,"['R10', 'R28', 'R2', 'T39', 'C34', 'T9', 'T14', 'G12', 'C36']",1736,6327,7720,NA,R,False,33730,0,0.8999999999999999,8,2,True
67,./img/warblers_finalized/C5.jpg,"['C5', 'C18', 'C20', 'C11', 'R29', 'T22', 'C35', 'R10', 'R19']",1875,5724,7293,NA,C,False,33730,0,0.8999999999999999,8,2,True
68,./img/warblers_finalized/G15.jpg,"['G15', 'G4', 'T23', 'T1', 'C15', 'T16', 'C8', 'T13', 'R3']",3154,5000,6641,NA,G,False,33730,0,0.8999999999999999,8,2,True
69,./img/warblers_finalized/R36.jpg,"['R36', 'R20', 'C4', 'G24', 'G16', 'T33', 'T31', 'C10', 'T29']",3029,6183,8042,NA,R,False,33730,0,0.8999999999999999,8,2,True
70,./img/warblers_finalized/R26.jpg,"['R26', 'R16', 'R37', 'R10', 'R11', 'R8', 'R15', 'R36', 'R6']",5958,7024,8245,NA,R,True,33730,0,0.8999999999999999,8,2,True
71,./img/warblers_finalized/R17.jpg,"['R17', 'R5', 'R19', 'R35', 'R25', 'R8', 'R21', 'R26', 'R4']",8903,10147,11381,NA,R,True,33730,0,0.8999999999999999,8,2,True
72,./img/warblers_finalized/G29.jpg,"['G29', 'T38', 'T8', 'R3', 'T17', 'C39', 'C12', 'C19', 'C18']",12802,14653,16949,NA,G,False,33730,0,0.8999999999999999,8,2,True
73,./img/warblers_finalized/C17.jpg,"['C17', 'C35', 'C16', 'C36', 'C37', 'C7', 'C14', 'C1', 'C2']",4354,5924,7053,NA,C,True,33730,0,0.8999999999999999,8,2,True
74,./img/warblers_finalized/R31.jpg,"['R31', 'R31', 'C19', 'G5', 'T14', 'G36', 'T8', 'T29', 'T39']",2024,7412,9164,1,R,False,33730,0,0.8999999999999999,8,2,True
75,./img/warblers_finalized/T26.jpg,"['T26', 'T11', 'T6', 'T32', 'T10', 'T12', 'T0', 'T21', 'T5']",2915,5182,6356,NA,T,True,33730,0,0.8999999999999999,8,2,True
76,./img/warblers_finalized/T36.jpg,"['T36', 'T31', 'G1', 'C36', 'C14', 'G29', 'R29', 'G34', 'G23']",4779,10267,12137,NA,T,False,33730,0,0.8999999999999999,8,2,True
77,./img/warblers_finalized/R23.jpg,"['R23', 'R4', 'C1', 'T27', 'G38', 'G16', 'G28', 'G31', 'T33']",4267,5710,7669,NA,R,False,33730,0,0.8999999999999999,8,2,True
78,./img/warblers_finalized/R21.jpg,"['R21', 'R16', 'R31', 'R17', 'R35', 'R20', 'R39', 'R28', 'R5']",3498,6530,7700,NA,R,True,33730,0,0.8999999999999999,8,2,True
79,./img/warblers_finalized/R15.jpg,"['R15', 'R39', 'C31', 'C19', 'T37', 'C15', 'C22', 'C38', 'T5']",13727,16755,18067,NA,R,False,33730,0,0.8999999999999999,8,2,True
80,./img/warblers_finalized/G35.jpg,"['G35', 'G2', 'G27', 'G20', 'G22', 'G26', 'G31', 'G1', 'G32']",2296,4181,5121,NA,G,True,33730,0,0.8999999999999999,8,2,True
81,./img/warblers_finalized/G21.jpg,"['G21', 'G34', 'G17', 'G33', 'G1', 'G19', 'G31', 'G8', 'G39']",5672,7288,8141,NA,G,True,33730,0,0.8999999999999999,8,2,True
82,./img/warblers_finalized/C7.jpg,"['C7', 'C1', 'R3', 'T21', 'G16', 'G8', 'R28', 'T5', 'G10']",4269,7351,8287,NA,C,False,33730,0,0.8999999999999999,8,2,True
83,./img/warblers_finalized/G10.jpg,"['G10', 'G21', 'G22', 'C38', 'T37', 'T8', 'C27', 'G23', 'T4']",2482,3735,4963,NA,G,False,33730,0,0.8999999999999999,8,2,True
84,./img/warblers_finalized/T17.jpg,"['T17', 'T1', 'T39', 'T0', 'T34', 'T7', 'T33', 'T2', 'T37']",18848,20347,22326,NA,T,True,33730,0,0.8999999999999999,8,2,True
85,./img/warblers_finalized/R11.jpg,"['R11', 'R19', 'R34', 'G22', 'C2', 'T18', 'C17', 'T3', 'C9']",4887,6074,7249,NA,R,False,33730,0,0.8999999999999999,8,2,True
86,./img/warblers_finalized/G24.jpg,"['G24', 'T13', 'T17', 'C19', 'T37', 'C27', 'R6', 'T24', 'T36']",3348,5392,7437,NA,G,False,33730,0,0.8999999999999999,8,2,True
87,./img/warblers_finalized/C14.jpg,"['C14', 'C8', 'C36', 'R16', 'G25', 'G2', 'T36', 'C27', 'G22']",4986,5933,6875,NA,C,False,33730,0,0.8999999999999999,8,2,True
88,./img/warblers_finalized/G26.jpg,"['G26', 'G1', 'G7', 'G22', 'G0', 'G39', 'G29', 'G38', 'G15']",1464,4007,4763,NA,G,True,33730,0,0.8999999999999999,8,2,True
89,./img/warblers_finalized/R38.jpg,"['R38', 'R39', 'R12', 'T25', 'C12', 'R1', 'T20', 'G24', 'C35']",4563,7754,8892,NA,R,False,33730,0,0.8999999999999999,8,2,True
90,./img/warblers_finalized/G13.jpg,"['G13', 'G2', 'G39', 'T11', 'R24', 'R32', 'C35', 'C26', 'C6']",3767,6079,7372,NA,G,False,33730,0,0.8999999999999999,8,2,True
91,./img/warblers_finalized/G19.jpg,"['G19', 'G14', 'G24', 'C31', 'R18', 'R20', 'T22', 'G9', 'R8']",1794,4230,5531,NA,G,False,33730,0,0.8999999999999999,8,2,True
92,./img/warblers_finalized/R4.jpg,"['R4', 'R7', 'R33', 'R22', 'R15', 'R34', 'R18', 'R29', 'R0']",5306,6641,8250,NA,R,True,33730,0,0.8999999999999999,8,2,True
93,./img/warblers_finalized/T2.jpg,"['T2', 'T28', 'R1', 'R29', 'C36', 'G13', 'C12', 'C5', 'G23']",10123,14702,16009,NA,T,False,33730,0,0.8999999999999999,8,2,True
94,./img/warblers_finalized/G34.jpg,"['G34', 'G33', 'G1', 'G14', 'G19', 'R38', 'C28', 'G39', 'T15']",1576,2491,4502,NA,G,False,33730,0,0.8999999999999999,8,2,True
95,./img/warblers_finalized/T30.jpg,"['T30', 'T1', 'T36', 'T15', 'T16', 'T28', 'T12', 'T6', 'T14']",2093,7401,9603,NA,T,True,33730,0,0.8999999999999999,8,2,True
96,./img/warblers_finalized/C23.jpg,"['C23', 'R18', 'R25', 'C21', 'R39', 'R35', 'R1', 'T38', 'T23']",5409,6848,8519,NA,C,False,33730,0,0.8999999999999999,8,2,True
97,./img/warblers_finalized/R32.jpg,"['R32', 'R31', 'R9', 'C26', 'C33', 'G26', 'T14', 'C12', 'G36']",4648,6227,7165,NA,R,False,33730,0,0.8999999999999999,8,2,True
98,./img/warblers_finalized/G14.jpg,"['G14', 'G23', 'G32', 'G21', 'C39', 'C22', 'R38', 'G29', 'R14']",2089,4908,6936,NA,G,False,33730,0,0.8999999999999999,8,2,True
99,./img/warblers_finalized/R2.jpg,"['R2', 'R16', 'T2', 'T0', 'C30', 'C3', 'T25', 'T34', 'G29']",2902,6018,7731,NA,R,False,33730,0,0.8999999999999999,8,2,True
100,./img/warblers_finalized/G27.jpg,"['G27', 'G32', 'T26', 'G2', 'R30', 'C10', 'T35', 'T25', 'R14']",4380,5285,6427,NA,G,False,33730,0,0.8999999999999999,8,2,True
101,./img/warblers_finalized/G32.jpg,"['G32', 'T33', 'G15', 'R21', 'C6', 'T10', 'T31', 'C23', 'T21']",5573,13721,14857,NA,G,False,33730,0,0.8999999999999999,8,2,True
102,./img/warblers_finalized/G7.jpg,"['G7', 'G27', 'G6', 'C39', 'T9', 'C11', 'C9', 'T3', 'R37']",1891,3552,4733,NA,G,False,33730,0,0.8999999999999999,8,2,True
103,./img/warblers_finalized/T32.jpg,"['T32', 'G11', 'C7', 'C1', 'G34', 'R3', 'C37', 'C2', 'G25']",9770,11370,12581,NA,T,False,33730,0,0.8999999999999999,8,2,True
104,./img/warblers_finalized/T20.jpg,"['T20', 'G36', 'G19', 'T6', 'G11', 'C25', 'G24', 'C27', 'G39']",12441,14702,16013,NA,T,False,33730,0,0.8999999999999999,8,2,True
105,./img/warblers_finalized/R35.jpg,"['R35', 'R31', 'R39', 'R11', 'R17', 'R12', 'R22', 'R8', 'R29']",1547,5949,7353,NA,R,True,33730,0,0.8999999999999999,8,2,True
106,./img/warblers_finalized/C6.jpg,"['C6', 'C13', 'C24', 'G15', 'C20', 'T29', 'G38', 'T17', 'G3']",3850,6995,8515,NA,C,False,33730,0,0.8999999999999999,8,2,True
107,./img/warblers_finalized/C37.jpg,"['C37', 'C33', 'R39', 'R32', 'G25', 'T37', 'G15', 'G8', 'G39']",2743,9011,10634,NA,C,False,33730,0,0.8999999999999999,8,2,True
108,./img/warblers_finalized/R30.jpg,"['R30', 'R31', 'R24', 'R17', 'R25', 'R28', 'R34', 'R26', 'R20']",4795,6207,7733,NA,R,True,33730,0,0.8999999999999999,8,2,True
109,./img/warblers_finalized/T4.jpg,"['T4', 'T3', 'T36', 'T11', 'T17', 'T39', 'T13', 'T31', 'T21']",2064,5499,6591,NA,T,True,33730,0,0.8999999999999999,8,2,True
110,./img/warblers_finalized/T13.jpg,"['T13', 'T39', 'G33', 'G16', 'R33', 'T19', 'C19', 'C16', 'G8']",2740,9632,11881,NA,T,False,33730,0,0.8999999999999999,8,2,True
111,./img/warblers_finalized/C22.jpg,"['C22', 'C0', 'R16', 'G35', 'T33', 'R20', 'G39', 'G25', 'T14']",2664,4973,6344,NA,C,False,33730,0,0.8999999999999999,8,2,True
112,./img/warblers_finalized/G16.jpg,"['G16', 'G16', 'G28', 'R19', 'R31', 'T1', 'T15', 'G23', 'C1']",5455,7014,8803,1,G,False,33730,0,0.8999999999999999,8,2,True
113,./img/warblers_finalized/T1.jpg,"['T1', 'T38', 'T2', 'C21', 'G7', 'C7', 'G31', 'R21', 'G14']",6610,9647,10874,NA,T,False,33730,0,0.8999999999999999,8,2,True
114,./img/warblers_finalized/C15.jpg,"['C15', 'R4', 'R29', 'T22', 'G17', 'G24', 'G5', 'R27', 'G3']",6228,7405,8452,NA,C,False,33730,0,0.8999999999999999,8,2,True
115,./img/warblers_finalized/R22.jpg,"['R22', 'R22', 'C24', 'G17', 'T18', 'G20', 'G34', 'G38', 'C13']",4039,8093,9357,1,R,False,33730,0,0.8999999999999999,8,2,True
116,./img/warblers_finalized/R29.jpg,"['R29', 'R37', 'R23', 'G30', 'T5', 'R12', 'C10', 'C36', 'C33']",4590,5790,6590,NA,R,False,33730,0,0.8999999999999999,8,2,True
117,./img/warblers_finalized/C28.jpg,"['C28', 'C25', 'R38', 'T15', 'G23', 'R8', 'R20', 'T17', 'R21']",8863,11822,12950,NA,C,False,33730,0,0.8999999999999999,8,2,True
118,./img/warblers_finalized/C24.jpg,"['C24', 'R24', 'R19', 'T2', 'T16', 'G4', 'T20', 'G30', 'G25']",3937,4657,5591,NA,C,False,33730,0,0.8999999999999999,8,2,True
119,./img/warblers_finalized/G3.jpg,"['G3', 'G25', 'G17', 'R37', 'C25', 'R20', 'C4', 'R17', 'T9']",1519,4775,6073,NA,G,False,33730,0,0.8999999999999999,8,2,True
120,./img/warblers_finalized/G6.jpg,"['G6', 'G20', 'G28', 'C25', 'R26', 'C36', 'T22', 'T8', 'R31']",1948,3189,4448,NA,G,False,33730,0,0.8999999999999999,8,2,True
121,./img/warblers_finalized/G17.jpg,"['G17', 'G25', 'G21', 'G20', 'G4', 'G2', 'G8', 'G33', 'G5']",1323,3704,5008,NA,G,True,33730,0,0.8999999999999999,8,2,True
122,./img/warblers_finalized/C16.jpg,"['C16', 'C20', 'R38', 'T16', 'R11', 'G0', 'T33', 'R32', 'T27']",3173,4131,4825,NA,C,False,33730,0,0.8999999999999999,8,2,True
123,./img/warblers_finalized/C1.jpg,"['C1', 'C4', 'C13', 'R20', 'R19', 'C15', 'R11', 'T23', 'T29']",2802,4213,5646,NA,C,False,33730,0,0.8999999999999999,8,2,True
124,./img/warblers_finalized/R28.jpg,"['R28', 'C3', 'C33', 'C12', 'G39', 'T37', 'T13', 'C9', 'G35']",3607,5902,7563,NA,R,False,33730,0,0.8999999999999999,8,2,True
125,./img/warblers_finalized/C33.jpg,"['C33', 'C31', 'R17', 'G19', 'T7', 'T33', 'G21', 'G35', 'R2']",1874,4712,5678,NA,C,False,33730,0,0.8999999999999999,8,2,True
126,./img/warblers_finalized/G33.jpg,"['G33', 'G29', 'G35', 'C18', 'R12', 'G23', 'R32', 'G18', 'C12']",2046,4446,5881,NA,G,False,33730,0,0.8999999999999999,8,2,True
127,./img/warblers_finalized/R13.jpg,"['R13', 'R31', 'R29', 'T13', 'C9', 'T9', 'C28', 'G39', 'C27']",2566,3902,5246,NA,R,False,33730,0,0.8999999999999999,8,2,True
128,./img/warblers_finalized/R31.jpg,"['R31', 'R31', 'R31', 'G5', 'T14', 'G36', 'T29', 'C19', 'T39']",3391,4832,5587,1,R,False,33730,0,0.8999999999999999,8,2,True
129,./img/warblers_finalized/R8.jpg,"['R8', 'R14', 'C39', 'G23', 'T3', 'G6', 'G34', 'G19', 'G14']",3846,4740,5831,NA,R,False,33730,0,0.8999999999999999,8,2,True
130,./img/warblers_finalized/R3.jpg,"['R3', 'R14', 'R2', 'G39', 'G36', 'G15', 'T37', 'T9', 'G31']",4109,7290,8616,NA,R,False,33730,0,0.8999999999999999,8,2,True
131,./img/warblers_finalized/R33.jpg,"['R33', 'R31', 'T39', 'G39', 'C29', 'G29', 'C7', 'G22', 'G32']",5788,11738,13180,NA,R,False,33730,0,0.8999999999999999,8,2,True
132,./img/warblers_finalized/G20.jpg,"['G20', 'G12', 'G17', 'C37', 'R22', 'R11', 'T19', 'C20', 'T9']",6869,7829,9074,NA,G,False,33730,0,0.8999999999999999,8,2,True
133,./img/warblers_finalized/T25.jpg,"['T25', 'T6', 'G16', 'G21', 'C29', 'T13', 'R20', 'G14', 'R17']",3991,5513,6777,NA,T,False,33730,0,0.8999999999999999,8,2,True
134,./img/warblers_finalized/T3.jpg,"['T3', 'T21', 'T32', 'C32', 'R22', 'R11', 'C20', 'C27', 'G22']",2436,3619,4646,NA,T,False,33730,0,0.8999999999999999,8,2,True
